v1,v2
ham,Thông thường cơ thể sẽ tự chăm sóc bằng cách đảm bảo nó không tiến triển. Chúng ta có thể tiếp tục cuộc nói chuyện này vào thứ bảy không?
spam,"GẤP!! Kỳ nghỉ Costa Del Sol 4* của bạn hoặc 5000 bảng Anh đang chờ nhận. Gọi ngay 09050090044 để yêu cầu. SAE, TC s, POBox334, Stockport, SK38xh, Chi phí 1,50 bảng Anh/chiều, Tối đa 10 phút"
ham," Ừm, chúc ngủ ngon"
ham,Chỉ muốn nói là trời ơi các bạn không đùa về chuyện này đâu
ham,"Tôi đang bắt đầu làm nghệ thuật với những bức ảnh ghép của mình, đang cố gắng theo cách mới! Có một món nướng trong một phút, tôi sẽ thưởng thức nó!"
ham,"Đây là một trong những ngày bạn có một tỷ lớp học, phải không?"
ham,"Chào buổi sáng, hôm nay tôi đi làm muộn 2 tiếng. Vì đau lưng."
ham,"Được thôi, vậy thì tôi sẽ cho anh ấy biết sau và bảo anh ấy gọi lại cho bạn vào ngày mai..."
ham,Prabha..tôi rất tiếc..thực sự..từ tận đáy lòng tôi rất tiếc
ham,"Được rồi, tôi đang đi đây... Bạn có muốn tôi mua bất cứ thứ gì trong nhà bạn không?"
ham,* Sẽ mua thêm hai thùng nữa và rất hài lòng với các kệ
ham,Rất vui được nói chuyện với bạn! Đừng quên ảnh của tôi nhé :) Tôi muốn gặp tất cả các bạn...
spam,"Bạn đã THẮNG được đảm bảo 1000 bảng Anh tiền mặt hoặc giải thưởng 2000 bảng Anh. Để nhận giải thưởng của bạn, hãy gọi cho đại diện dịch vụ khách hàng của chúng tôi theo số 08714712379 từ 10 giờ sáng đến 7 giờ tối Chi phí 10 xu"
ham,Nhưng thực sự khá buồn cười khi... Vậy thì bạn nên chạy quãng đường ngắn hơn...
ham,"Tôi nhận thấy bạn thích nhìn vào tấm gương chết tiệt, bạn đang trở thành một kẻ lập dị thực sự"
ham,Tuyệt. Tôi đã lo lắng cho bạn. Chỉ cần biết rằng một người tuyệt vời và chu đáo như bạn sẽ chỉ có những điều tốt nhất trong cuộc sống. Hãy biết rằng bạn tuyệt vời và tình yêu của Chúa là dành cho bạn.
spam,"Cảm ơn bạn đã đặt hàng nhạc chuông, số tham chiếu K718. Điện thoại di động của bạn sẽ bị tính phí 4,50 bảng Anh. Nếu nhạc chuông của bạn không đến, vui lòng gọi đến bộ phận dịch vụ khách hàng theo số 09065069120"
ham,"Tôi thích những ngày rảnh rỗi của mình... Thứ ba, thứ tư, thứ sáu hoặc có thể... Hãy hỏi những người đang làm việc..."
ham,Alrite jod việc sửa đổi thế nào rồi? Keris đang làm một chút. Không biết sao mà anh lại muốn xuất tinh sau khi học xong đại học?xx
ham,"Nếu bạn tin tôi, hãy đến nhà tôi."
ham,Ồ kk. Bạn đã thi ở đâu vậy?
ham,Đó chính xác là ý định của tôi
ham,haha nhưng không có tiền leh... Sau này phải đi học thêm... Haha và đang tìm chỗ trống để học lái xe
ham,"Này... Thk chúng ta chỉ làm theo những gì chúng ta đã thảo luận hôm qua, ngoại trừ không có kb vào chủ nhật... Bởi vì không có nhiều bài học để học nếu chúng ta tham dự kb vào thứ bảy..."
ham,"K, khi nào bạn rảnh thì đến nhà mình nhé và cũng gọi cho Vikky nữa, mình cũng đã gửi mail cho anh ấy rồi. Tốt nhất là đến vào buổi tối, hôm nay mình rảnh sau 6 giờ tối..:-)"
ham,"Không có gì, chỉ là nhận được tin nhắn có tên này với nhiều số khác nhau.."
ham,"Chào buổi sáng, xin hãy gọi tôi là ngài"
ham,Số phòng của bạn là bao nhiêu vậy? Muốn chắc chắn rằng tôi đang gõ đúng cửa không?
ham,"Si.como không?! đã nghe album plaid - khá hay & bản mới rất buồn cười - cũng đã mua ""braindance"" một bản tổng hợp của aphex's ;abel, bạn đã nghe rồi! cu sn xxxx"
ham,Xin hãy nói với Nelson rằng bb không còn nữa. Số tiền tôi mong đợi không đến
ham,"Cho cô ấy uống gì đó, nếu cô ấy uống và không nôn thì nhiệt độ của cô ấy có thể giảm. Tuy nhiên, nếu cô ấy hết nôn thì hãy cho tôi biết."
ham,Nghĩ là bạn đã gửi tin nhắn đến điện thoại nhà. Không thể hiển thị tin nhắn. Nếu bạn vẫn muốn gửi thì số của anh ấy là
ham,Ngày nào tôi cũng ngủ sau &lt;#&gt; vậy thôi.
ham,K Tôi sẽ gọi cho bạn khi tôi gần đến
ham,Bạn đã mua báo rồi à?
ham,"Không, với chị gái tôi... Sau khi tắm cho chó xong thì tôi có thể tắm... Có vẻ như trời sắp mưa rồi."
ham,"Boo, tôi đang trên đường đến nhà mẹ tôi. Bà ấy đang nấu súp tortilla. Ngon quá"
ham,Không có câu đố quản lý.
ham,Làm sao bạn tìm ra được điều đó theo cách không bao gồm tất cả những chi tiết này?
spam,"Xin chào babe xu 4goten bout me?' những kẻ lừa đảo đang trở nên thông minh hơn..Mặc dù đây là số vodafone thông thường, nếu bạn trả lời, bạn sẽ nhận được tin nhắn/đăng ký mức phí ưu đãi hơn. Các số khác cũng được sử dụng. Hãy cẩn thận!"
spam,"Quay lại làm việc 2 ngày mai, kỳ nghỉ giữa kỳ đã kết thúc! UC có thể cho tôi 2night 4 một chút đam mê gợi cảm trước khi tôi phải quay lại không? Trò chuyện NGAY 09099726481 Luv DENA Gọi £1/phútMobsmoreLKPOBOX177HP51FL"
ham,Bạn có muốn được chiều chuộng không? :)
spam,"Cảm ơn bạn đã đặt hàng nhạc chuông, số tham chiếu R836. Điện thoại di động của bạn sẽ bị tính phí 4,50 bảng Anh. Nếu nhạc chuông của bạn không đến, vui lòng gọi đến bộ phận dịch vụ khách hàng theo số 09065069154"
ham,Tôi nhận được lời đe dọa từ giám đốc bán hàng Shifad của bạn khi tôi khiếu nại anh ta. Đây là tin nhắn chính thức.
ham,hy vọng mọi việc diễn ra tốt đẹp ở 'bác sĩ' ;) nhắc tôi nhớ là tôi vẫn cần 2go. Có phải ucd đã làm hỏng thứ nhỏ mà tôi để quên ở phòng chờ không?
ham,Vậy thì sẽ lên lịch chiếu phim vào chủ nhật như thế nào?
ham,"Haha, bạn có thích nhập vai không?"
ham,Được thôi. Tôi cũng đang xem TV.
ham,"Tôi rất thích câu này: ""Làm tổn thương tôi bằng sự thật, tôi không bận tâm, tôi sẽ chịu đựng. Bởi vì em là người của tôi..... Nhưng, đừng bao giờ an ủi tôi bằng lời nói dối"" thật tuyệt và những giấc mơ ngọt ngào"
ham,"Vừa mới trả phòng, đang định đi gửi đồ đạc của tôi ngay bây giờ"
ham,Ở đây có rất nhiều thợ làm tóc từ Trung Quốc.
ham,Câu chuyện buồn của một người đàn ông - Tuần trước là sinh nhật của tôi. Vợ tôi không chúc mừng tôi. Bố mẹ tôi quên mất và các con tôi cũng vậy. Tôi đi làm. Ngay cả đồng nghiệp của tôi cũng không chúc mừng.
ham,Tôi sẽ gọi cho bạn vào buổi tối và chia sẻ một số ý tưởng.
spam,SplashMobile: Chọn từ 1000 âm thanh tuyệt vời mỗi tuần! Đây là dịch vụ đăng ký với âm thanh hàng tuần có giá 300 xu. Bạn có một khoản tín dụng - hãy thư giãn và THƯỞNG THỨC
ham,Bạn đã cho anh ta xem chưa và anh ta đã nói gì hay bạn không thể cho anh ta biết bụi?
ham,Sẽ mất khoảng &lt;#&gt; phút
spam,Không nghe U4 nói gì một thời gian. Gọi 4 đường dây riêng tư trò chuyện thô lỗ 01223585334 để xuất tinh. Wan 2C ảnh tôi đang quan hệ tình dục sau đó nhắn tin PIX đến 8552. 2Kết thúc gửi DỪNG 8552 SAM xxx
ham,"Được rồi... bây giờ tôi đang trên xe buýt... Nếu tôi đến sớm thì tôi sẽ đến, nếu không thì ngày mai"
ham,Tôi không thể nhấc máy ngay bây giờ. Vui lòng gửi tin nhắn
spam,<Chuyển tiếp từ 88877> MIỄN PHÍ tham gia cuộc thi hàng tuần trị giá 250 bảng Anh của chúng tôi chỉ cần gửi từ ENTER đến 88877 NGAY BÂY GIỜ. 18 Điều khoản và điều kiện www.textcomp.com
ham,Xong rồi... U?
spam,88066 TỪ 88066 GIÚP ĐỠ BỊ MẤT 3POUND
ham,Haha tôi nghĩ tôi cũng vậy
ham,Bạn biết chúng tôi đang xem ở lido chứ?
ham,Cuộc sống bên ai đó suốt đời có thể vô nghĩa nhưng chỉ vài khoảnh khắc bên người thực sự yêu bạn còn có ý nghĩa hơn cả cuộc sống.
ham,"Haha tuyệt quá, tôi đã đến 4u vài lần rồi. Ai sẽ đến đây?"
ham,Lạnh quá. Đừng buồn nhé em yêu
ham,Nghĩ là tôi có thể ghé qua trong khoảng một giờ hoặc lâu hơn không? Bạn cùng phòng của tôi đang tìm đồ dự trữ cho chuyến đi
ham,Có phải trên tivi không? Không phải Brdget Jones!
ham,Yêu em aathi..yêu em nhiều lắm..
ham,Xin chào! Bạn thế nào? Tôi chán. Tôi chưa bao giờ nghĩ mình sẽ chán tivi nhưng tôi đang chán. Hãy cho tôi biết có điều gì thú vị đã xảy ra ở đó không? Bất cứ điều gì! =/
ham,Hmm...Tin xấu...Hype park plaza căn studio giá 700 đô đã có người thuê...Chỉ còn căn 2 phòng ngủ giá 900 đô...
ham,"Xin lỗi, tôi sẽ gọi lại sau trong cuộc họp"
ham,Bạn có quay lại ăn tối không?
ham,"Tôi gần tới nơi rồi. Gọi đi, tôi không thể kết nối được."
ham,Người mà bạn đã đợi ngày hôm qua
ham,Tôi đã về đến nhà an toàn và khỏe mạnh...
ham,"Vâng, tốt lắm, xin mời!"
ham,"Xin chào, cuối tuần ổn nhưng hành trình thì tệ. Tuần không tốt vì còn nhiều việc phải làm"
ham,Tôi đã nhận được thêm hai lá thư từ . Tôi sẽ sao chép chúng cho bạn vì một lá thư có lời nhắn cho bạn. Nói chuyện sớm nhé
ham,Alex biết một anh chàng bán đồ trung gian nhưng anh ấy ở phía nam Tampa và tôi không nghĩ mình có thể sắp xếp được trước 8 giờ
ham,Bạn không có lời đề nghị tin nhắn sao?
spam,Đã có điện thoại di động 11 tháng? Cập nhật MIỄN PHÍ lên điện thoại di động có camera màu mới nhất của Oranges & gọi điện không giới hạn vào cuối tuần. Gọi đến Mobile Upd8 theo số điện thoại miễn phí 08000839402 hoặc 2StopTx
ham,"CHÀO EM YÊU, EM CÓ KHỎE KHÔNG? EM CÓ THỂ LÀM GÌ KHÔNG? 2 ĐÊM NAY EM YÊU ANNIE X."
ham,Nhắc tôi cách đến đó và tôi sẽ làm như vậy
ham,:-( điều đó không lãng mạn chút nào!
ham,Xin chào. Chết tiệt cái thứ Giáng sinh này. Tôi nghĩ tôi đã quyết định giữ lại cái mp3 không hoạt động này.
spam,Bạn có 1 tin nhắn mới. Vui lòng gọi 08718738034.
ham,"Xin chào Cưng à, anh nhớ em quá. Hy vọng em có khoảng thời gian vui vẻ. Khi nào em về và mấy giờ thì em có thể gọi điện cho anh ở nhà được không. JESS XX"
spam,<Chuyển tiếp từ 21870000>Xin chào - đây là cảnh báo tin nhắn SMS trong hộp thư của bạn. Bạn có 4 tin nhắn. Bạn có 21 kết quả khớp. Vui lòng gọi lại theo số 09056242159 để lấy lại tin nhắn và kết quả khớp của bạn
ham,Vẽ à? Tôi không nghĩ vậy:)
ham,Đừng nhấc máy khi có chuyện gì quan trọng cần nói. Hrishi
spam,"Xin chúc mừng! Thẻ xem phim đặc biệt 1 năm dành cho 2 người đã có. Gọi ngay 09061209465! C Suprman V, Matrix3, StarWars3, v.v. tất cả đều MIỄN PHÍ! bx420-ip4-5we. 150pm. Đừng bỏ lỡ!"
ham,Tôi không nghĩ ra được điều gì. Hãy giúp tôi mua móc áo nhé. Máy tính xách tay của bạn không nặng chứ?
ham,"&lt;#&gt; , vậy là hết? Đoán là đủ dễ rồi"
ham,Chúng ta có thể tạo ra một đứa bé trong yo tho
ham,Tôi có nên bảo bạn tôi đừng đến cho đến khoảng &lt;#&gt; không?
ham,"Bài thơ về tình bạn: Thân yêu ơi, Ồ ..."
ham,Vẫn ở khu vực nhà hàng. Tôi sẽ cố gắng quay lại sớm
ham,"Được rồi, được rồi, cảm ơn"
spam,THẮNG một năm cung cấp đĩa CD cho một cửa hàng bạn chọn trị giá 500 bảng Anh và tham gia chương trình rút thăm trúng thưởng hàng tuần trị giá 100 bảng Anh của chúng tôi txt MUSIC đến 87066 Điều khoản và điều kiện www.Ldew.com.subs16+1win150ppmx3
spam,"Đố vui tại quán rượu Moby. Thắng giải thưởng High Street trị giá 100 bảng Anh nếu bạn biết ai sẽ là Nữ công tước xứ Cornwall mới? Nhắn tin tên cô ấy đến số 82277. Hủy đăng ký DỪNG £1,50 008704050406 SP Arrow"
ham,"Tôi có 2 túi ngủ, 1 chăn, giấy và thông tin số điện thoại. Còn gì nữa không?"
spam," Bạn đã trúng thưởng một chiếc Nokia 7250i. Đây là những gì bạn nhận được khi thắng cuộc đấu giá MIỄN PHÍ của chúng tôi. Để tham gia, hãy gửi Nokia đến số 86021 ngay. HG/Suite342/2Lands Row/W1JHL 16+"
spam,"Xin chúc mừng! Nhờ một người bạn tốt, bạn ĐÃ GIÀNH được giải thưởng Giáng sinh trị giá 2.000 bảng Anh. 2 yêu cầu rất dễ dàng, chỉ cần gọi 08718726971 NGAY! Chỉ 10 xu một phút. Giá cước quốc gia BT."
spam,"tddnewsletter@emc1.co.uk (Nhiều trò chơi hơn từ TheDailyDraw) Helen thân mến, Hàng chục trò chơi miễn phí - với nhiều giải thưởng hấp dẫnVới.."
ham,Vậy các bạn làm gì?
ham,"Ngoài ra, cuộc trò chuyện đó thật tuyệt vời nhưng đừng trò chuyện thường xuyên trừ khi bạn có thể gặp cô ấy trực tiếp"
ham,Điều đó quan trọng nhưng đừng lo lắng.
ham,Đó là lý do tại sao anh già rồi. Tôi sống để phê.
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,Trên đường đến văn phòng..
ham,Bạn muốn ở đâu?
ham,Cơn đau này không thể đến vào thời điểm tệ hơn được nữa.
ham,Được rồi...
ham,Tôi có nên theo dõi bạn không?
ham,Xin lỗi bạn. Không biết tại sao tôi lại quên. Ngay cả sau khi Dan nhắc tôi. Xin lỗi. Hy vọng các bạn đã vui vẻ.
ham,Được rồi bạn ơi.
ham,Lớp ứng dụng varaya elaya.
ham,Câu chuyện Giáng sinh là hòa bình.. Tin nhắn Giáng sinh là tình yêu.. Phép màu Giáng sinh là Chúa Jesus.. Chúc bạn một tháng đầy phước lành phía trước &amp; chúc bạn một Giáng sinh vui vẻ...
spam,"GẤP! Số điện thoại di động của bạn *************** ĐÃ THẮNG giải thưởng Người gọi thưởng trị giá 2000 bảng Anh vào ngày 10/06/03! Đây là lần thứ 2 liên lạc với bạn! Gọi 09066368753 ngay! Hộp thư 97N7QP, 150ppm"
ham,Hôm đó bạn hỏi về số anand. Tại sao:-)
ham,Tôi đang lướt cửa hàng trực tuyến. Bạn có muốn mua bất kỳ thứ gì không?
ham,Long Beach Lor. Dự kiến... Bây giờ bạn đang ăn tối à?
ham,"Nhân tiện, ở nhà"
ham,Chúng tôi đều ổn. Cảm ơn
ham,Chuyện gì đã xảy ra với cô ấy nói sự thật
ham,Bạn có thích đồ ăn Ý không?
ham,Điều đó thật kỳ lạ vì tôi biết tôi đã từng có nó
ham,"Ôi, chắc là anh sắp chết rồi! Jez sắp đến đểLàm một số việcVà điều đó sẽMãi mãi mất!"
ham,Hãy cho bạn bè biết bạn dự định làm gì vào ngày lễ tình nhân @ &lt;URL&gt;
ham,"Được rồi, gặp lại bạn sau nhé"
ham,Cảm ơn vì tin nhắn của Zogtorius. Tôi đã nhìn chằm chằm vào điện thoại một lúc lâu để quyết định có nên nhắn tin hay không.
ham,Tôi sẽ giải quyết vấn đề tài chính. Tôi sẽ giúp đỡ :)
ham,Nói cho em biết chuyện gì đã xảy ra với anh. Tại sao anh lại nói chuyện với em như người ngoài hành tinh
spam,Nhân đôi phút gọi và tin nhắn trên Orange hoặc giảm giá 1/2 - Motorola và SonyEricsson với B/Tooth MIỄN PHÍ - Nokia MIỄN PHÍ Gọi đến MobileUpd8 theo số 08000839402 hoặc 2optout/HV9D
ham,"1) Vào mục viết tin nhắn 2) Bật chế độ Từ điển 3) Che màn hình bằng tay, 4) Nhấn &lt;#&gt; . 5) Nhẹ nhàng bỏ tay ra. Thật thú vị..:)"
ham,Được thôi...
ham,"Xin chào, tôi là Yijue, tôi có thể gặp bạn lúc 11 giờ trưa nay không?"
